text,sentiment(0-9)
Tariffs will make our Country MUCH STRONGER not weaker. Just sit back and watch! In the meantime China should not renegotiate deals with the U.S. at the last minute. This is not the Obama Administration or the Administration of Sleepy Joe who let China get away with â€œmurder!â€,3
Your all time favorite President got tired of waiting for China to help out and start buying from our FARMERS the greatest anywhere in the World!,3
â€œWe have been engaged in an unfair relationship with China for a long time. They have reneged on the commitments they made to the WTO particularly around intellectual property.â€ Carly Fiorina @MariaBartiromo,2
Over the course of the past two days the United States and China have held candid and constructive conversations on the status of the trade relationship between both countries. The relationship between President Xi and myself remains a very strong one and conversations....,8
....into the future will continue. In the meantime the United States has imposed Tariffs on China which may or may not be removed depending on what happens with respect to future negotiations!,8
RT @realDonaldTrump: ....If we bought 15 Billion Dollars of Agriculture from our Farmers far more than China buys now we would have moreâ€¦,5
RT @LindseyGrahamSC: @realDonaldTrump When it comes to China we must be willing to accept short term pain for long term gain. Stick to yâ€¦,6
RT @LindseyGrahamSC: Will stand behind President @realDonaldTrump and his team as he insists on a  great deal with China.  Itâ€™s our lastâ€¦,6
RT @TommyHicksGOP: For years China has engaged in unfair trade practices. While the US-China relationship is important @realDonaldTrump iâ€¦,4
RT @LindseyGrahamSC: When it comes to China they will never change their behavior until someone stands up to them.  Iâ€™m proud of Presidentâ€¦,7
RT @GOP: â€œThis is crazy... China not being a threat? [Biden is] so out of touch.â€ -@kayleighmcenany https://t.co/wlpYxS7wTS,4
RT @GOPChairwoman: While @realDonaldTrump is standing up to Chinaâ€™s unfair trade practices Joe Biden says they are not â€œcompetition for usâ€¦,4
RT @GovMikeHuckabee: I sure wish Sen Richard Burr was as interested in Biden's cushy deals w/ Ukraine &amp; China while VP than he is in the haâ€¦,5
I think that China felt they were being beaten so badly in the recent negotiation that they may as well wait around for the next election 2020 to see if they could get lucky &amp; have a Democrat win - in which case they would continue to rip-off the USA for $500 Billion a year....,2
RT @GOPChairwoman: An Ohio manufacturing CEO explains that cracking down on China has meant stability and predictability for his business.â€¦,6
RT @realDonaldTrump: I think that China felt they were being beaten so badly in the recent negotiation that they may as well wait around foâ€¦,4
We are right where we want to be with China. Remember they broke the deal with us &amp; tried to renegotiate. We will be taking in Tens of Billions of Dollars in Tariffs from China. Buyers of product can make it themselves in the USA (ideal) or buy it from non-Tariffed countries...,3
....We will then spend (match or better) the money that China may no longer be spending with our Great Patriot Farmers (Agriculture) which is a small percentage of total Tariffs received and distribute the food to starving people in nations around the world! GREAT! #MAGA,2
China is DREAMING that Sleepy Joe Biden or any of the others gets elected in 2020. They LOVE ripping off America!,2
Their is no reason for the U.S. Consumer to pay the Tariffs which take effect on China today. This has been proven recently when only 4 points were paid by the U.S. 21 points by China because China subsidizes product to such a large degree. Also the Tariffs can be.....,3
....completely avoided if you by from a non-Tariffed Country or you buy the product inside the USA (the best idea). Thatâ€™s Zero Tariffs. Many Tariffed companies will be leaving China for Vietnam and other such countries in Asia. Thatâ€™s why China wants to make a deal so badly!...,2
..There will be nobody left in China to do business with. Very bad for China very good for USA! But China has taken so advantage of the U.S. for so many years that they are way ahead (Our Presidents did not do the job). Therefore China should not retaliate-will only get worse!,1
I say openly to President Xi &amp; all of my many friends in China that China will be hurt very badly if you donâ€™t make a deal because companies will be forced to leave China for other countries. Too expensive to buy in China. You had a great deal almost completed &amp; you backed out!,1
The unexpectedly good first quarter 3.2% GDP was greatly helped by Tariffs from China. Some people just donâ€™t get it!,4
RT @GOPChairwoman: Joe Biden let China get away with cheating when he was Vice President and he continues to naively dismiss China today.â€¦,4
In one year Tariffs have rebuilt our Steel Industry - it is booming! We placed a 25% Tariff on â€œdumpedâ€ steel from China &amp; other countries and we now have a big and growing industry. We had to save Steel for our defense and auto industries both of which are coming back strong!,6
China buys MUCH less from us than we buy from them by almost 500 Billion Dollars so we are in a fantastic position. Make your product at home in the USA and there is no Tariff. You can also buy from a non-Tariffed country instead of China. Many companies are leaving China.....,3
....so that they will be more competitive for USA buyers. We are now a much bigger economy than China and have substantially increased in size since the great 2016 Election. We are the â€œpiggy bankâ€ that everyone wants to raid and take advantage of. NO MORE!,3
We can make a deal with China tomorrow before their companies start leaving so as not to lose USA business but the last time we were close they wanted to renegotiate the deal. No way! We are in a much better position now than any deal we could have made. Will be taking in.....,2
When the time is right we will make a deal with China. My respect and friendship with President Xi is unlimited but as I have told him many times before this must be a great deal for the United States or it just doesnâ€™t make any sense. We have to be allowed to make up some.....,6
....of the tremendous ground we have lost to China on Trade since the ridiculous one sided formation of the WTO. It will all happen and much faster than people think!,3
Our great Patriot Farmers will be one of the biggest beneficiaries of what is happening now. Hopefully China will do us the honor of continuing to buy our great farm product the best but if not your Country will be making up the difference based on a very high China buy......,4
....This money will come from the massive Tariffs being paid to the United States for allowing China and others to do business with us. The Farmers have been â€œforgottenâ€ for many years. Their time is now!,4
China will be pumping money into their system and probably reducing interest rates as always in order to make up for the business they are and will be losing. If the Federal Reserve ever did a â€œmatchâ€ it would be game over we win! In any event China wants a deal!,3
Looks like Bernie Sanders is history. Sleepy Joe Biden is pulling ahead and think about it Iâ€™m only here because of Sleepy Joe and the man who took him off the 1% trash heap President O! China wants Sleepy Joe BADLY!,2
RT @GOPChairwoman: The @realDonaldTrump administration's fight for better trade deals doesn't end with China. The president is working haâ€¦,5
Washington Post got it wrong as usual. The U.S. is charging 25% against 250 Billion Dollars of goods shipped from China not 200 BD. Also China is paying a heavy cost in that they will subsidize goods to keep them coming devalue their currency yet companies are moving to.....,2
China is subsidizing its product in order that it can continue to be sold in the USA. Many firms are leaving China for other countries including the United States in order to avoid paying the Tariffs. No visible increase in costs or inflation but U.S. is taking Billions!,4
....If Mexico produces (which I think they will). Biggest part of deal with Mexico has not yet been revealed! China is similar except they devalue currency and subsidize companies to lessen effect of 25% Tariff. So far little effect to consumer. Companies will relocate to U.S.,3
â€œBiden would be Chinaâ€™s Dream Candidate because there would be no more Tariffs no more demands that China stop stealing our IP things would go back to the old days with Americaâ€™s manufacturers &amp; workers getting shafted. He has Zero Credibility!â€ @IngrahamAngle  So true!,2
Mario Draghi just announced more stimulus could come which immediately dropped the Euro against the Dollar making it unfairly easier for them to compete against the USA. They have been getting away with this for years along with China and others.,4
Had a very good telephone conversation with President Xi of China. We will be having an extended meeting next week at the G-20 in Japan. Our respective teams will begin talks prior to our meeting.,7
China gets 91% of its Oil from the Straight Japan 62% &amp; many other countries likewise. So why are we protecting the shipping lanes for other countries (many years) for zero compensation. All of these countries should be protecting their own ships on what has always been....,3
After some very important meetings including my meeting with President Xi of China I will be leaving Japan for South Korea (with President Moon). While there if Chairman Kim of North Korea sees this I would meet him at the Border/DMZ just to shake his hand and say Hello(?)!,4
I had a great meeting with President Xi of China yesterday far better than expected. I agreed not to increase the already existing Tariffs that we charge China while we continue to negotiate. China has agreed that during the negotiation they will begin purchasing large......,8
.....again with China as our relationship with them continues to be a very good one. The quality of the transaction is far more important to me than speed. I am in no hurry but things look very good! Their will be no reduction in the Tariffs currently being charged to China.,7
China and Europe playing big currency manipulation game and pumping money into their system in order to compete with USA. We should MATCH or continue being the dummies who sit back and politely watch as other countries continue to play their games - as they have for many years!,3
Joe Biden is a reclamation project. Some things are just not salvageable. China and other countries that ripped us off for years are begging for him. He deserted our military our law enforcement and our healthcare. Added more debt than all other Presidents combined. Wonâ€™t win!,4
Mexico is doing great at the Border but China is letting us down in that they have not been buying the agricultural products from our great Farmers that they said they would. Hopefully they will start soon!,3
Chinaâ€™s 2nd Quarter growth is the slowest it has been in more than 27 years. The United States Tariffs are having a major effect on companies wanting to leave China for non-tariffed countries. Thousands of companies are leaving. This is why China wants to make a deal....,4
....with the U.S. and wishes it had not broken the original deal in the first place. In the meantime we are receiving Billions of Dollars in Tariffs from China with possibly much more to come. These Tariffs are paid for by China devaluing &amp; pumping not by the U.S. taxpayer!,2
Farmers are starting to do great again after 15 years of a downward spiral. The 16 Billion Dollar China â€œreplacementâ€ money didnâ€™t exactly hurt!,4
There may or may not be National Security concerns with regard to Google and their relationship with China. If there is a problem we will find out about it. I sincerely hope there is not!!!,5
Apple will not be given Tariff waiver or relief for Mac Pro parts that are made in China. Make them in the USA no Tariffs!,4
The E.U. and China will further lower interest rates and pump money into their systems making it much easier for their manufacturers to sell product. In the meantime and with very low inflation our Fed does nothing - and probably will do very little by comparison. Too bad!,2
....countries that know how to play the game against the U.S. Thatâ€™s actually why the E.U. was formed....and for China until now the U.S. has been â€œeasy pickens.â€ The Fed has made all of the wrong moves. A small rate cut is not enough but we will win anyway!,2
China is doing very badly worst year in 27 - was supposed to start buying our agricultural product now - no signs that they are doing so. That is the problem with China they just donâ€™t come through. Our Economy has become MUCH larger than the Chinese Economy is last 3 years....,2
China has lost 5 million jobs and two million manufacturing jobs due to the Trump Tariffs. Trumps got China back on its heels and the United States is doing great. @AndyPuzder @MariaBartiromo,3
What the Market wanted to hear from Jay Powell and the Federal Reserve was that this was the beginning of a lengthy and aggressive rate-cutting cycle which would keep pace with China The European Union and other countries around the world....,4
China Iran &amp; other foreign countries are looking at the Democrat Candidates and â€œdroolingâ€ over the small prospect that they could be dealing with them in the not too distant future. They would be able to rip off our beloved USA like never before. With President Trump NO WAY!,2
Our representatives have just returned from China where they had constructive talks having to do with a future Trade Deal. We thought we had a deal with China three months ago but sadly China decided to re-negotiate the deal prior to signing. More recently China agreed to...,7
...during the talks the U.S. will start on September 1st putting a small additional Tariff of 10% on the remaining 300 Billion Dollars of goods and products coming from China into our Country. This does not include the 250 Billion Dollars already Tariffed at 25%...,2
...We look forward to continuing our positive dialogue with China on a comprehensive Trade Deal and feel that the future between our two countries will be a very bright one!,6
Things are going along very well with China. They are paying us Tens of Billions of Dollars made possible by their monetary devaluations and pumping in massive amounts of cash to keep their system going. So far our consumer is paying nothing - and no inflation. No help from Fed!,3
China dropped the price of their currency to an almost a historic low. Itâ€™s called â€œcurrency manipulation.â€ Are you listening Federal Reserve? This is a major violation which will greatly weaken China over time!,1
Based on the historic currency manipulation by China it is now even more obvious to everyone that Americans are not paying for the Tariffs â€“ they are being paid for compliments of China and the U.S. is taking in tens of Billions of Dollars! China has always....,3
China is intent on continuing to receive the hundreds of Billions of Dollars they have been taking from the U.S. with unfair trade practices and currency manipulation. So one-sided it should have been stopped many years ago!,1
@sundarpichai of Google was in the Oval Office working very hard to explain how much he liked me what a great job the Administration is doing that Google was not involved with Chinaâ€™s military that they didnâ€™t help Crooked Hillary over me in the 2016 Election and that they...,5
Massive amounts of money from China and other parts of the world is pouring into the United States for reasons of safety investment and interest rates! We are in a very strong position. Companies are also coming to the U.S. in big numbers. A beautiful thing to watch!,8
As they have learned in the last two years our great American Farmers know that China will not be able to hurt them in that their President has stood with them and done what no other president would do - And Iâ€™ll do it again next year if necessary!,8
â€œThree more Central Banks cut rates.â€ Our problem is not China - We are stronger than ever money is pouring into the U.S. while China is losing companies by the thousands to other countries and their currency is under siege - Our problem is a Federal Reserve that is too.....,4
Watching Sleepy Joe Biden making a speech. Sooo Boring! The LameStream Media will die in the ratings and clicks with this guy. It will be over for them not to mention the fact that our Country will do poorly with him. It will be one big crash but at least China will be happy!,3
China wants to make a deal so badly. Thousands of companies are leaving because of the Tariffs they must stem the flow. At the same time China may be hoping for a Democrat to win so they could continue the great ripoff of America &amp; the theft of hundreds of Billions of $â€™s!,2
Through massive devaluation of their currency and pumping vast sums of money into their system the tens of billions of dollars that the U.S. is receiving is a gift from China. Prices not up no inflation. Farmers getting more than China would be spending. Fake News wonâ€™t report!,3
As usual China said they were going to be buying â€œbigâ€ from our great American Farmers. So far they have not done what they said. Maybe this will be different!,3
We are winning big time against China. Companies &amp; jobs are fleeing. Prices to us have not gone up and in some cases have come down. China is not our problem though Hong Kong is not helping. Our problem is with the Fed. Raised too much &amp; too fast. Now too slow to cut....,1
Good things were stated on the call with China the other day. They are eating the Tariffs with the devaluation of their currency and â€œpouringâ€ money into their system. The American consumer is fine with or without the September date but much good will come from the short.....,4
..deferral to December. It actually helps China more than us but will be reciprocated. Millions of jobs are being lost in China to other non-Tariffed countries. Thousands of companies are leaving. Of course China wants to make a deal. Let them work humanely with Hong Kong first!,3
I know President Xi of China very well. He is a great leader who very much has the respect of his people. He is also a good man in a â€œtough business.â€ I have ZERO doubt that if President Xi wants to quickly and humanely solve the Hong Kong problem he can do it. Personal meeting?,7
RT @realDonaldTrump: ..deferral to December. It actually helps China more than us but will be reciprocated. Millions of jobs are being losâ€¦,4
The Fake News Media is doing everything they can to crash the economy because they think that will be bad for me and my re-election. The problem they have is that the economy is way too strong and we will soon be winning big on Trade and everyone knows that including China!,8
Biden doesnâ€™t have a clue! I will solve the China problem. https://t.co/v0sAoVEAoB,4
â€œIf they donâ€™t get this Trade Deal with the U.S. done China could have it first recession (or worse!) in years. Thereâ€™s disinvestment in China right now. Also the Fed is too tight (I agree).â€ Steve Moore Heritage Foundation,4
We are doing very well with China and talking!,7
Our economy is the best in the world by far. Lowest unemployment ever within almost all categories. Poised for big growth after trade deals are completed. Import prices down China eating Tariffs. Helping targeted Farmers from big Tariff money coming in. Great future for USA!,9
Doing great with China and other Trade Deals. The only problem we have is Jay Powell and the Fed. Heâ€™s like a golfer who canâ€™t putt has no touch. Big U.S. growth if he does the right thing BIG CUT - but donâ€™t count on him! So far he has called it wrong and only let us down....,4
Our Country has lost stupidly Trillions of Dollars with China over many years. They have stolen our Intellectual Property at a rate of Hundreds of Billions of Dollars a year &amp; they want to continue. I wonâ€™t let that happen! We donâ€™t need China and frankly would be far....,3
....better off without them. The vast amounts of money made and stolen by China from the United States year after year for decades will and must STOP. Our great American companies are hereby ordered to immediately start looking for an alternative to China including bringing..,2
....your companies HOME and making your products in the USA. I will be responding to Chinaâ€™s Tariffs this afternoon. This is a GREAT opportunity for the United States. Also I am ordering all carriers including Fed Ex Amazon UPS and the Post Office to SEARCH FOR &amp; REFUSE....,2
....all deliveries of Fentanyl from China (or anywhere else!). Fentanyl kills 100000 Americans a year. President Xi said this would stop - it didnâ€™t. Our Economy because of our gains in the last 2 1/2 years is MUCH larger than that of China. We will keep it that way!,1
For many years China (and many other countries) has been taking advantage of the United States on Trade Intellectual Property Theft and much more. Our Country has been losing HUNDREDS OF BILLIONS OF DOLLARS a year to China with no end in sight....,1
....Sadly past Administrations have allowed China to get so far ahead of Fair and Balanced Trade that it has become a great burden to the American Taxpayer. As President I can no longer allow this to happen! In the spirit of achieving Fair Trade we must Balance this very....,3
...unfair Trading Relationship. China should not have put new Tariffs on 75 BILLION DOLLARS of United States product (politically motivated!). Starting on October 1st the 250 BILLION DOLLARS of goods and products from China currently being taxed at 25% will be taxed at 30%...,1
...Additionally the remaining 300 BILLION DOLLARS of goods and products from China that was being taxed from September 1st at 10% will now be taxed at 15%. Thank you for your attention to this matter!,1
RT @TreasurySpox: U.S. Treasury Designates China as a Currency Manipulator: https://t.co/7OnySGjzH1,5
For all of the Fake News Reporters that donâ€™t have a clue as to what the law is relative to Presidential powers China etc. try looking at the Emergency Economic Powers Act of 1977. Case closed!,3
When I looked up to the sky and jokingly said â€œI am the chosen oneâ€ at a press conference two days ago referring to taking on Trade with China little did I realize that the media would claim that I had a â€œMessiah complex.â€ They knew I was kidding being sarcastic and just....,4
"RT @WhiteHouse: ""We have excess corn in various parts of our country with our farmers because China did not do what they said they were goiâ€¦",3
In France we are all laughing at how knowingly inaccurate the U.S. reporting of events and conversations at the G-7 is. These Leaders and many others are getting a major case study of Fake News at itâ€™s finest! Theyâ€™ve got it all wrong from Iran to China Tariffs to Boris!,3
So interesting to read and see all of the free and interesting advice I am getting on China from people who have tried to handle it before and failed miserably - In fact they got taken to the cleaners. We are doing very well with China. This has never happened to them before!,6
General Motors which was once the Giant of Detroit is now one of the smallest auto manufacturers there. They moved major plants to China BEFORE I CAME INTO OFFICE. This was done despite the saving help given them by the USA. Now they should start moving back to America again?,4
Just watched Congresswoman Debbie Dingell and many other Democrats wanting to give up on our very successful Trade battle with China which has had its worst Economic year in memory (and getting worse). We are taking in $Billions. Will be big for Farmers and ALL!,3
Peter Morici Economist: Tariffs will not impact American consumers that much because the Chinese currency has gone down which gives our importers a discount. Importers can find suppliers outside of China. Absolutely worth it we donâ€™t want to be servants to the Chinese! This...,1
....is about American Freedom. Redirect the supply chain. There is no reason to buy everything from China!,2
We are doing very well in our negotiations with China. While I am sure they would love to be dealing with a new administration so they could continue their practice of â€œripoff USAâ€($600 B/year)16 months PLUS is a long time to be hemorrhaging jobs and companies on a long-shot....,3
....And then think what happens to China when I win. Deal would get MUCH TOUGHER! In the meantime Chinaâ€™s Supply Chain will crumble and businesses jobs and money will be gone!,2
For all of the â€œgeniusesâ€ out there many who have been in other administrations and â€œtaken to the cleanersâ€ by China that want me to get together with the EU and others to go after China Trade practices remember the EU &amp; all treat us VERY unfairly on Trade also. Will change!,2
â€œThe Chinese are very adept at not accepting anything. Youâ€™ve got to be very tough and thatâ€™s what Trump is doing. Itâ€™s in Chinaâ€™s interest to correct and I think weâ€™ll end up with a solution thatâ€™s dramatically better than we have today. Frankly I think the impact of what....,6
....Trump is doing to China is not lost on the rest of the world. Europe has had among the most protectionist policies forever. Theyâ€™re sitting there and saying gee are we next? Maybe you are! Weâ€™ve got to change the rules. The U.S. canâ€™t defend the world and pay for it........,4
â€œU.S. Winning Trade War With China In Dollars.â€ CNBC,6
1. Which country has the largest carbon emission reduction?AMERICA!2. Who has dumped the most carbon into the air?   CHINA!3. 91% of the worldâ€™s population are exposed to air pollution above the World Health Organizationâ€™s suggested level.   NONE ARE IN THE U.S.A.!,4
â€œChina is eating the Tariffs.â€ Billions pouring into USA. Targeted Patriot Farmers getting massive Dollars from the incoming Tariffs! Good Jobs Numbers No Inflation(Fed). China having worst year in decades. Talks happening good for all!,4
China just enacted a major stimulus plan. With all the Tariffs THEY are paying to the USA Billions and Billions of Dollars they need it! In the meantime our Federal Reserve sits back and does NOTHING!,2
â€œChina suspends Tariffs on some U.S. products. Being hit very hard supply chains breaking up as many companies move or look to move to other countries. Much more expensive to China than originally thought.â€ @CNBC  @JoeSquawk,6
RT @MariaBartiromo: China is moving to develop a more level playing field: Sen. Perdue https://t.co/97UZWyhiJu  @MorningsMaria @FoxBusiness,5
At the request of the Vice Premier of China Liu He and due to the fact that the People's Republic of China will be celebrating their 70th Anniversary....,5
It is expected that China will be buying large amounts of our agricultural products!,8
Producer prices in China shrank most in 3 years due to Chinaâ€™s big devaluation of their currency coupled with monetary stimulus. Federal Reserve not watching? Will Fed ever get into the game? Dollar strongest EVER! Really bad for exports. No Inflation...Highest Interest Rates...,3
â€œThe real story involves Hunter Biden going around the world and collecting large payments from foreign governments and foreign oligarchs.â€ Peter Schweizer  Laura Ingraham Hunter made a fortune in Ukraine and in China. He knew nothing about Energy or anything else.,4
....taken out of Ukraine and China. Additionally I demand transparency from Democrats that went to Ukraine and attempted to force the new President to do things that they wanted under the form of political threat.,5
The President of Ukraine said that he was NOT pressured by me to do anything wrong. Canâ€™t have better testimony than that! As V.P. Biden had his son on the other hand take out millions of dollars by strong arming the Ukrainian President. Also looted millions from China. Bad!,3
â€œChina Trade Turmoil: China Urging a CALM AND RATIONAL Solution.â€ @MariaBartiromo @FoxBusiness China is doing very poorly while the USA under your favorite Presidentâ€™s leadership continues to soar to new heights - and despite the Do Nothing Democrats we have just begun!,4
....place in TRADE itâ€™s taking shape in Military Competition.â€ Johnathan Ward author and China expert. We are winning and we will win. They should not have broken the deal we had with them. Happy Birthday China!,1
The Fake News Media wants to stay as far away as possible from the Ukraine and China deals made by the Bidens. A Corrupt Media is so bad for our Country! In actuality the Media may be even more Corrupt than the Bidens which is hard to do!,3
Congratulations to President Xi and the Chinese people on the 70th Anniversary of the Peopleâ€™s Republic of China!,6
RT @DeFede: This morning in the Florida Keys @marcorubio was asked about the President calling on China to investigate @JoeBiden - see hisâ€¦,5
Somebody please wake up Mitt Romney and tell him that my conversation with the Ukrainian President was a congenial and very appropriate one and my statement on China pertained to corruption not politics. If Mitt worked this hard on Obama he could have won. Sadly he choked!,2
....and separately got 1.5 Billion Dollars from China despite no experience and for no apparent reason. There is NO WAY these can be legitimate transactions? As lawyers &amp; others have stated as President I have an OBLIGATION to look into possible or probable CORRUPTION!,2
....And by the way I would LOVE running against 1% Joe Biden - I just donâ€™t think itâ€™s going to happen. Sleepy Joe wonâ€™t get to the starting gate &amp; based on all of the money he &amp; his family probably â€œextortedâ€ Joe should hang it up. I wouldnâ€™t want him dealing with China &amp; U!,2
.@60Minutes â€œforgotâ€ to report that we are helping the great farmers of the USA to the tune of 28 Billion Dollars for the last two years paid for out of Tariffs paid to the United States by China for targeting the farmer. They devalued their currency therefore paying the cost!,3
I was elected on getting out of these ridiculous endless wars where our great Military functions as a policing operation to the benefit of people who donâ€™t even like the USA. The two most unhappy countries at this move are Russia &amp; China because they love seeing us bogged.....,3
RT @ABCPolitics: President Trump criticizes Steve Kerr and Gregg Popovich â€” both vocal critics of Trump â€” when asked about China putting prâ€¦,4
Big day of negotiations with China. They want to make a deal but do I? I meet with the Vice Premier tomorrow at The White House.,5
Good things are happening at China Trade Talk Meeting. Warmer feelings than in recent past more like the Old Days. I will be meeting with the Vice Premier today. All would like to see something significant happen!,8
One of the great things about the China Deal is the fact that for various reasons we do not have to go through the very long and politically complex Congressional Approval Process. When the deal is fully negotiated I sign it myself on behalf of our Country. Fast and Clean!,7
RT @MariaBartiromo: USMCA passage China deal should be â€˜a one-two punchâ€™: Rep. Tom Reed https://t.co/WcBsEjjir3 @MorningsMaria @FoxBusiness,5
So funny to watch Steve Kerr grovel and pander when asked a simple question about China. He chocked and looks weak and pathetic. Donâ€™t want him at the White House!,4
The deal I just made with China is by far the greatest and biggest deal ever made for our Great Patriot Farmers in the history of our Country. In fact there is a question as to whether or not this much product can be produced? Our farmers will figure it out. Thank you China!,9
My deal with China is that they will IMMEDIATELY start buying very large quantities of our Agricultural Product not wait until the deal is signed over the next 3 or 4 weeks. THEY HAVE ALREADY STARTED! Likewise financial services and other deal aspects start preparing....,9
....I agreed not to increase Tariffs from 25% to 30% on October 15th. They will remain at 25%. The relationship with China is very good. We will finish out the large Phase One part of the deal then head directly into Phase Two. The Phase One Deal can be finalized &amp; signed soon!,9
CHINA HAS ALREADY BEGUN AGRICULTURAL PURCHASES FROM OUR GREAT PATRIOT FARMERS &amp; RANCHERS!,8
....and Assad to protect the land of our enemy? Anyone who wants to assist Syria in protecting the Kurds is good with me whether it is Russia China or Napoleon Bonaparte. I hope they all do great we are 7000 miles away!,3
A big scandal at @ABC News. They got caught using really gruesome FAKE footage of the Turks bombing in Syria. A real disgrace. Tomorrow they will ask softball questions to Sleepy Joe Bidenâ€™s son Hunter like why did Ukraine &amp; China pay you millions when you knew nothing? Payoff?,4
China and the USA are working on selecting a new site for signing of Phase One of Trade Agreement about 60% of total deal after APEC in Chile was canceled do to unrelated circumstances. The new location will be announced soon. President Xi and President Trump will do signing!,9
....our manufacturers. We should have lower interest rates than Germany Japan and all others. We are now by far the biggest and strongest Country but the Fed puts us at a competitive disadvantage. China is not our problem the Federal Reserve is! We will win anyway.,4
....Ukrainian energy company and more millions taken from China and now reports of other companies and countries also giving him big money are certainly looking very corrupt (to put it mildly!) to me. Both Bidens should be forced to testify in this No Due Process Scam!,3
Our great Farmers will recieve another major round of â€œcashâ€ compliments of China Tariffs prior to Thanksgiving. The smaller farms and farmers will be big beneficiaries. In the meantime and as you may have noticed China is starting to buy big again. Japan deal DONE. Enjoy!,8
Just finished a very good &amp; cordial meeting at the White House with Jay Powell of the Federal Reserve. Everything was discused including interest rates negative interest low inflation easing Dollar strength &amp; its effect on manufacturing trade with China E.U. &amp; others etc.,9
U.S. Markets are up as much as 21% since the announcement of Tariffs on 3/1/2018 - and the U.S. is taking in massive amounts of money (and giving some to our farmers who have been targeted by China)!,8
Why is the World Bank loaning money to China? Can this be possible? China has plenty of money and if they donâ€™t they create it. STOP!,4
....with the U.S. Presidential Election in November. North Korea under the leadership of Kim Jong Un has tremendous economic potential but it must denuclearize as promised. NATO China Russia Japan and the entire world is unified on this issue!,4
....Biden on the board of the largest natural gas company in Ukraine getting paid $83000 a month 10 times as much as a board member of @exxonmobil.â€ Thank you Ted. He also  made a fortune from China and others but zero before his father became V.P. @MeetThePress,4
Getting VERY close to a BIG DEAL with China. They want it and so do we!,8
The Wall Street Journal story on the China Deal is completely wrong especially their statement on Tariffs. Fake News. They should find a better leaker!,4
We have agreed to a very large Phase One Deal with China. They have agreed to many structural changes and massive purchases of Agricultural Product Energy and Manufactured Goods plus much more. The 25% Tariffs will remain as is with 7 1/2% put on much of the remainder....,9
Chuck Schumer sat for years during the Obama Administration and watched as China ripped off the United States. He &amp; the Do Nothing Democrats did NOTHING as this $ carnage took place. Now without even seeing it he snipes at our GREAT new deal with China. Too bad Cryinâ€™ Chuck!,5
....energy independence manufacturing resilience illegal immigration coming down the Wall going up China confronted the caliphate defeated NAFTA renegotiated our militsry rebuilt NATO paying more regulations costing less.......and much more. This is why theyâ€™re....,4
.@FoxNews  â€œTrump wins major victories in China and USMCA trade deals defense spending and Space Force.â€ Thank you!,7
